State,County,Diocese,DioceseState,AlsoIn
IA,linn,Archdiocese of Dubuque,IA,
IA,louisa,Diocese of Davenport,IA,
IA,lucas,Diocese of Des Moines,IA,
IA,lyon,Diocese of Sioux City,IA,
IA,madison,Diocese of Des Moines,IA,
IA,mahaska,Diocese of Davenport,IA,
IA,marion,Diocese of Davenport,IA,
IA,marshall,Archdiocese of Dubuque,IA,
IA,mills,Diocese of Des Moines,IA,
IA,mitchell,Archdiocese of Dubuque,IA,
IA,monona,Diocese of Sioux City,IA,
IA,monroe,Diocese of Davenport,IA,
IA,montgomery,Diocese of Des Moines,IA,
IA,muscatine,Diocese of Davenport,IA,
IA,obrien,Diocese of Sioux City,IA,
IA,osceola,Diocese of Sioux City,IA,
IA,page,Diocese of Des Moines,IA,
IA,palo alto,Diocese of Sioux City,IA,
IA,plymouth,Diocese of Sioux City,IA,
IA,pocahontas,Diocese of Sioux City,IA,
IA,polk,Diocese of Des Moines,IA,
IA,pottawattamie,Diocese of Des Moines,IA,
IA,poweshiek,Diocese of Davenport,IA,
IA,ringgold,Diocese of Des Moines,IA,
IA,sac,Diocese of Sioux City,IA,
IA,scott,Diocese of Davenport,IA,
IA,shelby,Diocese of Des Moines,IA,
IA,sioux,Diocese of Sioux City,IA,
IA,story,Archdiocese of Dubuque,IA,
IA,tama,Archdiocese of Dubuque,IA,
IA,taylor,Diocese of Des Moines,IA,
IA,union,Diocese of Des Moines,IA,
IA,van buren,Diocese of Davenport,IA,
IA,wapello,Diocese of Davenport,IA,
IA,warren,Diocese of Des Moines,IA,
IA,washington,Diocese of Davenport,IA,
IA,wayne,Diocese of Des Moines,IA,
IA,webster,Diocese of Sioux City,IA,
IA,winnebago,Archdiocese of Dubuque,IA,
IA,winneshiek,Archdiocese of Dubuque,IA,
IA,woodbury,Diocese of Sioux City,IA,
IA,worth,Archdiocese of Dubuque,IA,
IA,wright,Archdiocese of Dubuque,IA,
ID,ada,Diocese of Boise,ID,
ID,adams,Diocese of Boise,ID,
ID,bannock,Diocese of Boise,ID,
ID,bear lake,Diocese of Boise,ID,
ID,benewah,Diocese of Boise,ID,
ID,bingham,Diocese of Boise,ID,
ID,blaine,Diocese of Boise,ID,
ID,boise,Diocese of Boise,ID,
ID,bonner,Diocese of Boise,ID,
ID,bonneville,Diocese of Boise,ID,
ID,boundary,Diocese of Boise,ID,
ID,butte,Diocese of Boise,ID,
ID,camas,Diocese of Boise,ID,
ID,canyon,Diocese of Boise,ID,
ID,caribou,Diocese of Boise,ID,
ID,cassia,Diocese of Boise,ID,
ID,clark,Diocese of Boise,ID,
ID,clearwater,Diocese of Boise,ID,
ID,custer,Diocese of Boise,ID,
ID,elmore,Diocese of Boise,ID,
ID,franklin,Diocese of Boise,ID,
ID,fremont,Diocese of Boise,ID,Diocese of Cheyenne
ID,gem,Diocese of Boise,ID,
ID,gooding,Diocese of Boise,ID,
ID,idaho,Diocese of Boise,ID,
ID,jefferson,Diocese of Boise,ID,
ID,jerome,Diocese of Boise,ID,
ID,kootenai,Diocese of Boise,ID,
ID,latah,Diocese of Boise,ID,
ID,lemhi,Diocese of Boise,ID,
ID,lewis,Diocese of Boise,ID,
ID,lincoln,Diocese of Boise,ID,
ID,madison,Diocese of Boise,ID,
ID,minidoka,Diocese of Boise,ID,
ID,nez perce,Diocese of Boise,ID,
ID,oneida,Diocese of Boise,ID,
ID,owyhee,Diocese of Boise,ID,
ID,payette,Diocese of Boise,ID,
ID,power,Diocese of Boise,ID,
ID,shoshone,Diocese of Boise,ID,
ID,teton,Diocese of Boise,ID,
ID,twin falls,Diocese of Boise,ID,
ID,valley,Diocese of Boise,ID,
ID,washington,Diocese of Boise,ID,
IL,adams,Diocese of Springfield in Illinois,IL,
IL,alexander,Diocese of Belleville,IL,
IL,bond,Diocese of Springfield in Illinois,IL,
IL,boone,Diocese of Rockford,IL,
IL,brown,Diocese of Springfield in Illinois,IL,
IL,bureau,Diocese of Peoria,IL,
IL,calhoun,Diocese of Springfield in Illinois,IL,
IL,carroll,Diocese of Rockford,IL,
IL,cass,Diocese of Springfield in Illinois,IL,
IL,champaign,Diocese of Peoria,IL,
IL,christian,Diocese of Springfield in Illinois,IL,
IL,clark,Diocese of Springfield in Illinois,IL,
IL,clay,Diocese of Belleville,IL,
IL,clinton,Diocese of Belleville,IL,
IL,coles,Diocese of Springfield in Illinois,IL,
IL,cook,Archdiocese of Chicago,IL,
IL,crawford,Diocese of Springfield in Illinois,IL,
IL,cumberland,Diocese of Springfield in Illinois,IL,
IL,de witt,Diocese of Peoria,IL,
IL,dekalb,Diocese of Rockford,IL,
IL,douglas,Diocese of Springfield in Illinois,IL,
IL,dupage,Diocese of Joliet,IL,
IL,edgar,Diocese of Springfield in Illinois,IL,
IL,edwards,Diocese of Belleville,IL,
IL,effingham,Diocese of Springfield in Illinois,IL,
IL,fayette,Diocese of Springfield in Illinois,IL,
IL,ford,Diocese of Joliet,IL,
IL,franklin,Diocese of Belleville,IL,
IL,fulton,Diocese of Peoria,IL,
IL,gallatin,Diocese of Belleville,IL,
IL,greene,Diocese of Springfield in Illinois,IL,
IL,grundy,Diocese of Joliet,IL,
IL,hamilton,Diocese of Belleville,IL,
IL,hancock,Diocese of Peoria,IL,
IL,hardin,Diocese of Belleville,IL,
IL,henderson,Diocese of Peoria,IL,
IL,henry,Diocese of Peoria,IL,
IL,iroquois,Diocese of Joliet,IL,
IL,jackson,Diocese of Belleville,IL,
IL,jasper,Diocese of Springfield in Illinois,IL,
IL,jefferson,Diocese of Belleville,IL,
IL,jersey,Diocese of Springfield in Illinois,IL,
IL,jo daviess,Diocese of Rockford,IL,
IL,johnson,Diocese of Belleville,IL,
IL,kane,Diocese of Rockford,IL,
IL,kankakee,Diocese of Joliet,IL,
IL,kendall,Diocese of Joliet,IL,
IL,knox,Diocese of Peoria,IL,
IL,lake,Archdiocese of Chicago,IL,
IL,lasalle,Diocese of Peoria,IL,
IL,lawrence,Diocese of Belleville,IL,
IL,lee,Diocese of Rockford,IL,
IL,livingston,Diocese of Peoria,IL,
IL,logan,Diocese of Peoria,IL,
IL,macon,Diocese of Springfield in Illinois,IL,
IL,macoupin,Diocese of Springfield in Illinois,IL,
IL,madison,Diocese of Springfield in Illinois,IL,
IL,marion,Diocese of Belleville,IL,
IL,marshall,Diocese of Peoria,IL,
IL,mason,Diocese of Peoria,IL,
IL,massac,Diocese of Belleville,IL,
IL,mcdonough,Diocese of Peoria,IL,
IL,mchenry,Diocese of Rockford,IL,
IL,mclean,Diocese of Peoria,IL,
IL,menard,Diocese of Springfield in Illinois,IL,
IL,mercer,Diocese of Peoria,IL,
IL,monroe,Diocese of Belleville,IL,
IL,montgomery,Diocese of Springfield in Illinois,IL,
IL,morgan,Diocese of Springfield in Illinois,IL,
IL,moultrie,Diocese of Springfield in Illinois,IL,
IL,ogle,Diocese of Rockford,IL,
IL,peoria,Diocese of Peoria,IL,
IL,perry,Diocese of Belleville,IL,
IL,piatt,Diocese of Peoria,IL,
IL,pike,Diocese of Springfield in Illinois,IL,
IL,pope,Diocese of Belleville,IL,
IL,pulaski,Diocese of Belleville,IL,
IL,putnam,Diocese of Peoria,IL,
IL,randolph,Diocese of Belleville,IL,
IL,richland,Diocese of Belleville,IL,
IL,rock island,Diocese of Peoria,IL,
IL,saline,Diocese of Belleville,IL,
IL,sangamon,Diocese of Springfield in Illinois,IL,
IL,schuyler,Diocese of Peoria,IL,
IL,scott,Diocese of Springfield in Illinois,IL,
IL,shelby,Diocese of Springfield in Illinois,IL,
IL,st clair,Diocese of Belleville,IL,
IL,stark,Diocese of Peoria,IL,
IL,stephenson,Diocese of Rockford,IL,
IL,tazewell,Diocese of Peoria,IL,
IL,union,Diocese of Belleville,IL,
IL,vermilion,Diocese of Peoria,IL,
IL,wabash,Diocese of Belleville,IL,
IL,warren,Diocese of Peoria,IL,
IL,washington,Diocese of Belleville,IL,
IL,wayne,Diocese of Belleville,IL,
IL,white,Diocese of Belleville,IL,
IL,whiteside,Diocese of Rockford,IL,
IL,will,Diocese of Joliet,IL,
IL,williamson,Diocese of Belleville,IL,
IL,winnebago,Diocese of Rockford,IL,
IL,woodford,Diocese of Peoria,IL,
IN,adams,Diocese of Fort Wayne–South Bend,IN,
IN,allen,Diocese of Fort Wayne–South Bend,IN,
IN,bartholomew,Archdiocese of Indianapolis,IN,
IN,benton,Diocese of Lafayette in Indiana,IN,
IN,blackford,Diocese of Lafayette in Indiana,IN,
IN,boone,Diocese of Lafayette in Indiana,IN,
IN,brown,Archdiocese of Indianapolis,IN,
IN,carroll,Diocese of Lafayette in Indiana,IN,
IN,cass,Diocese of Lafayette in Indiana,IN,
IN,clark,Archdiocese of Indianapolis,IN,
IN,clay,Archdiocese of Indianapolis,IN,
IN,clinton,Diocese of Lafayette in Indiana,IN,
IN,crawford,Archdiocese of Indianapolis,IN,
IN,daviess,Diocese of Evansville,IN,
IN,dearborn,Archdiocese of Indianapolis,IN,
IN,decatur,Archdiocese of Indianapolis,IN,
IN,dekalb,Diocese of Fort Wayne–South Bend,IN,
IN,delaware,Diocese of Lafayette in Indiana,IN,
IN,dubois,Diocese of Evansville,IN,
IN,elkhart,Diocese of Fort Wayne–South Bend,IN,
IN,fayette,Archdiocese of Indianapolis,IN,
IN,floyd,Archdiocese of Indianapolis,IN,
IN,fountain,Diocese of Lafayette in Indiana,IN,
IN,franklin,Archdiocese of Indianapolis,IN,
IN,fulton,Diocese of Lafayette in Indiana,IN,
IN,gibson,Diocese of Evansville,IN,
IN,grant,Diocese of Lafayette in Indiana,IN,
IN,greene,Diocese of Evansville,IN,
IN,hamilton,Diocese of Lafayette in Indiana,IN,
IN,hancock,Archdiocese of Indianapolis,IN,
IN,harrison,Archdiocese of Indianapolis,IN,
IN,hendricks,Archdiocese of Indianapolis,IN,
IN,henry,Archdiocese of Indianapolis,IN,
IN,howard,Diocese of Lafayette in Indiana,IN,
IN,huntington,Diocese of Fort Wayne–South Bend,IN,
IN,jackson,Archdiocese of Indianapolis,IN,
IN,jasper,Diocese of Lafayette in Indiana,IN,
IN,jay,Diocese of Lafayette in Indiana,IN,
IN,jefferson,Archdiocese of Indianapolis,IN,
IN,jennings,Archdiocese of Indianapolis,IN,
IN,johnson,Archdiocese of Indianapolis,IN,
IN,knox,Diocese of Evansville,IN,
IN,kosciusko,Diocese of Fort Wayne–South Bend,IN,
IN,lagrange,Diocese of Fort Wayne–South Bend,IN,
IN,lake,Diocese of Gary,IN,
IN,laporte,Diocese of Gary,IN,
IN,lawrence,Archdiocese of Indianapolis,IN,
IN,madison,Diocese of Lafayette in Indiana,IN,
IN,marion,Archdiocese of Indianapolis,IN,
IN,marshall,Diocese of Fort Wayne–South Bend,IN,
IN,martin,Diocese of Evansville,IN,
IN,miami,Diocese of Lafayette in Indiana,IN,
IN,monroe,Archdiocese of Indianapolis,IN,
IN,montgomery,Diocese of Lafayette in Indiana,IN,
IN,morgan,Archdiocese of Indianapolis,IN,
IN,newton,Diocese of Lafayette in Indiana,IN,
IN,noble,Diocese of Fort Wayne–South Bend,IN,
IN,ohio,Archdiocese of Indianapolis,IN,
IN,orange,Archdiocese of Indianapolis,IN,
IN,owen,Archdiocese of Indianapolis,IN,
IN,parke,Archdiocese of Indianapolis,IN,
IN,perry,Archdiocese of Indianapolis,IN,
IN,pike,Diocese of Evansville,IN,
IN,porter,Diocese of Gary,IN,
IN,posey,Diocese of Evansville,IN,
IN,pulaski,Diocese of Lafayette in Indiana,IN,
IN,putnam,Archdiocese of Indianapolis,IN,
IN,randolph,Diocese of Lafayette in Indiana,IN,
IN,ripley,Archdiocese of Indianapolis,IN,
IN,rush,Archdiocese of Indianapolis,IN,
IN,scott,Archdiocese of Indianapolis,IN,
IN,shelby,Archdiocese of Indianapolis,IN,
IN,spencer,Diocese of Evansville,IN,Archdiocese of Indianapolis
IN,st joseph,Diocese of Fort Wayne–South Bend,IN,
IN,starke,Diocese of Gary,IN,
IN,steuben,Diocese of Fort Wayne–South Bend,IN,
IN,sullivan,Diocese of Evansville,IN,
IN,switzerland,Archdiocese of Indianapolis,IN,
IN,tippecanoe,Diocese of Lafayette in Indiana,IN,
IN,tipton,Diocese of Lafayette in Indiana,IN,
IN,union,Archdiocese of Indianapolis,IN,
IN,vanderburgh,Diocese of Evansville,IN,
IN,vermillion,Archdiocese of Indianapolis,IN,
IN,vigo,Archdiocese of Indianapolis,IN,
IN,wabash,Diocese of Fort Wayne–South Bend,IN,
IN,warren,Diocese of Lafayette in Indiana,IN,
IN,warrick,Diocese of Evansville,IN,
IN,washington,Archdiocese of Indianapolis,IN,
IN,wayne,Archdiocese of Indianapolis,IN,
IN,wells,Diocese of Fort Wayne–South Bend,IN,
IN,white,Diocese of Lafayette in Indiana,IN,
IN,whitley,Diocese of Fort Wayne–South Bend,IN,
KS,allen,Diocese of Wichita,KS,
KS,anderson,Archdiocese of Kansas City in Kansas,KS,
KS,atchison,Archdiocese of Kansas City in Kansas,KS,
KS,barber,Diocese of Dodge City,KS,
KS,barton,Diocese of Dodge City,KS,
KS,bourbon,Diocese of Wichita,KS,
KS,brown,Archdiocese of Kansas City in Kansas,KS,
KS,butler,Diocese of Wichita,KS,
KS,chase,Diocese of Wichita,KS,
KS,chautauqua,Diocese of Wichita,KS,
KS,cherokee,Diocese of Wichita,KS,
KS,cheyenne,Diocese of Salina,KS,
KS,clark,Diocese of Dodge City,KS,
KS,clay,Diocese of Salina,KS,
KS,cloud,Diocese of Salina,KS,
KS,coffey,Archdiocese of Kansas City in Kansas,KS,
KS,comanche,Diocese of Dodge City,KS,
KS,cowley,Diocese of Wichita,KS,
KS,crawford,Diocese of Wichita,KS,
KS,decatur,Diocese of Salina,KS,
KS,dickinson,Diocese of Salina,KS,
KS,doniphan,Archdiocese of Kansas City in Kansas,KS,
KS,douglas,Archdiocese of Kansas City in Kansas,KS,
KS,edwards,Diocese of Dodge City,KS,
KS,elk,Diocese of Wichita,KS,
KS,ellis,Diocese of Salina,KS,
KS,ellsworth,Diocese of Salina,KS,
KS,finney,Diocese of Dodge City,KS,
KS,ford,Diocese of Dodge City,KS,
KS,franklin,Archdiocese of Kansas City in Kansas,KS,
KS,geary,Diocese of Salina,KS,
KS,gove,Diocese of Salina,KS,
KS,graham,Diocese of Salina,KS,
KS,grant,Diocese of Dodge City,KS,
KS,gray,Diocese of Dodge City,KS,
KS,greeley,Diocese of Dodge City,KS,
KS,greenwood,Diocese of Wichita,KS,
KS,hamilton,Diocese of Dodge City,KS,
KS,harper,Diocese of Wichita,KS,
KS,harvey,Diocese of Wichita,KS,
KS,haskell,Diocese of Dodge City,KS,
KS,hodgeman,Diocese of Dodge City,KS,
KS,jackson,Archdiocese of Kansas City in Kansas,KS,
KS,jefferson,Archdiocese of Kansas City in Kansas,KS,
KS,jewell,Diocese of Salina,KS,
KS,johnson,Archdiocese of Kansas City in Kansas,KS,
KS,kearny,Diocese of Dodge City,KS,
KS,kingman,Diocese of Wichita,KS,
KS,kiowa,Diocese of Dodge City,KS,
KS,labette,Diocese of Wichita,KS,
KS,lane,Diocese of Dodge City,KS,
KS,leavenworth,Archdiocese of Kansas City in Kansas,KS,
KS,lincoln,Diocese of Salina,KS,
KS,linn,Archdiocese of Kansas City in Kansas,KS,
KS,logan,Diocese of Salina,KS,
KS,lyon,Archdiocese of Kansas City in Kansas,KS,
KS,marion,Diocese of Wichita,KS,
KS,marshall,Archdiocese of Kansas City in Kansas,KS,
KS,mcpherson,Diocese of Wichita,KS,
KS,meade,Diocese of Dodge City,KS,
KS,miami,Archdiocese of Kansas City in Kansas,KS,
KS,mitchell,Diocese of Salina,KS,
KS,montgomery,Diocese of Wichita,KS,
KS,morris,Diocese of Wichita,KS,
KS,morton,Diocese of Dodge City,KS,
KS,nemaha,Archdiocese of Kansas City in Kansas,KS,
KS,neosho,Diocese of Wichita,KS,
KS,ness,Diocese of Dodge City,KS,
KS,norton,Diocese of Salina,KS,
KS,osage,Archdiocese of Kansas City in Kansas,KS,
KS,osborne,Diocese of Salina,KS,
KS,ottawa,Diocese of Salina,KS,
KS,pawnee,Diocese of Dodge City,KS,
KS,phillips,Diocese of Salina,KS,
KS,pottawatomie,Archdiocese of Kansas City in Kansas,KS,
KS,pratt,Diocese of Dodge City,KS,
KS,rawlins,Diocese of Salina,KS,
KS,reno,Diocese of Wichita,KS,
KS,republic,Diocese of Salina,KS,
KS,rice,Diocese of Wichita,KS,
KS,riley,Diocese of Salina,KS,
KS,rooks,Diocese of Salina,KS,
KS,rush,Diocese of Dodge City,KS,
KS,russell,Diocese of Salina,KS,
KS,saline,Diocese of Salina,KS,
KS,scott,Diocese of Dodge City,KS,
KS,sedgwick,Diocese of Wichita,KS,
KS,seward,Diocese of Dodge City,KS,
KS,shawnee,Archdiocese of Kansas City in Kansas,KS,
KS,sheridan,Diocese of Salina,KS,
KS,sherman,Diocese of Salina,KS,
KS,smith,Diocese of Salina,KS,
KS,stafford,Diocese of Dodge City,KS,
KS,stanton,Diocese of Dodge City,KS,
KS,stevens,Diocese of Dodge City,KS,
KS,sumner,Diocese of Wichita,KS,
KS,thomas,Diocese of Salina,KS,
KS,trego,Diocese of Salina,KS,
KS,wabaunsee,Archdiocese of Kansas City in Kansas,KS,
KS,wallace,Diocese of Salina,KS,
KS,washington,Diocese of Salina,KS,
KS,wichita,Diocese of Dodge City,KS,
KS,wilson,Diocese of Wichita,KS,
KS,woodson,Diocese of Wichita,KS,
KS,wyandotte,Archdiocese of Kansas City in Kansas,KS,
KY,adair,Archdiocese of Louisville,KY,
KY,allen,Diocese of Owensboro,KY,
KY,anderson,Diocese of Lexington,KY,
KY,ballard,Diocese of Owensboro,KY,
KY,barren,Archdiocese of Louisville,KY,
KY,bath,Diocese of Lexington,KY,
KY,bell,Diocese of Lexington,KY,
KY,boone,Diocese of Covington,KY,
KY,bourbon,Diocese of Lexington,KY,
KY,boyd,Diocese of Lexington,KY,
KY,boyle,Diocese of Lexington,KY,
KY,bracken,Diocese of Covington,KY,
KY,breathitt,Diocese of Lexington,KY,
KY,breckinridge,Diocese of Owensboro,KY,
KY,bullitt,Archdiocese of Louisville,KY,
KY,butler,Diocese of Owensboro,KY,
KY,caldwell,Diocese of Owensboro,KY,
KY,calloway,Diocese of Owensboro,KY,
KY,campbell,Diocese of Covington,KY,
KY,carlisle,Diocese of Owensboro,KY,
KY,carroll,Diocese of Covington,KY,
KY,carter,Diocese of Lexington,KY,
KY,casey,Archdiocese of Louisville,KY,
KY,christian,Diocese of Owensboro,KY,
KY,clark,Diocese of Lexington,KY,
KY,clay,Diocese of Lexington,KY,
KY,clinton,Archdiocese of Louisville,KY,
KY,crittenden,Diocese of Owensboro,KY,
KY,cumberland,Archdiocese of Louisville,KY,
KY,daviess,Diocese of Owensboro,KY,
KY,edmonson,Diocese of Owensboro,KY,
KY,elliott,Diocese of Lexington,KY,
KY,estill,Diocese of Lexington,KY,
KY,fayette,Diocese of Lexington,KY,
KY,fleming,Diocese of Covington,KY,
KY,floyd,Diocese of Lexington,KY,
KY,franklin,Diocese of Lexington,KY,
KY,fulton,Diocese of Owensboro,KY,
KY,gallatin,Diocese of Covington,KY,
KY,garrard,Diocese of Lexington,KY,
KY,grant,Diocese of Covington,KY,
KY,graves,Diocese of Owensboro,KY,
KY,grayson,Diocese of Owensboro,KY,
KY,green,Archdiocese of Louisville,KY,
KY,greenup,Diocese of Lexington,KY,
KY,hancock,Diocese of Owensboro,KY,
KY,hardin,Archdiocese of Louisville,KY,
KY,harlan,Diocese of Lexington,KY,
KY,harrison,Diocese of Covington,KY,
KY,hart,Archdiocese of Louisville,KY,
KY,henderson,Diocese of Owensboro,KY,
KY,henry,Archdiocese of Louisville,KY,
KY,hickman,Diocese of Owensboro,KY,
KY,hopkins,Diocese of Owensboro,KY,
KY,jackson,Diocese of Lexington,KY,
KY,jefferson,Archdiocese of Louisville,KY,
KY,jessamine,Diocese of Lexington,KY,
KY,johnson,Diocese of Lexington,KY,
KY,kenton,Diocese of Covington,KY,
KY,knott,Diocese of Lexington,KY,
KY,knox,Diocese of Lexington,KY,
KY,larue,Archdiocese of Louisville,KY,
KY,laurel,Diocese of Lexington,KY,
KY,lawrence,Diocese of Lexington,KY,
KY,lee,Diocese of Lexington,KY,
KY,leslie,Diocese of Lexington,KY,
KY,letcher,Diocese of Lexington,KY,
KY,lewis,Diocese of Covington,KY,
KY,lincoln,Diocese of Lexington,KY,
KY,livingston,Diocese of Owensboro,KY,
KY,logan,Diocese of Owensboro,KY,
KY,lyon,Diocese of Owensboro,KY,
KY,madison,Diocese of Lexington,KY,
KY,magoffin,Diocese of Lexington,KY,
KY,marion,Archdiocese of Louisville,KY,
KY,marshall,Diocese of Owensboro,KY,
KY,martin,Diocese of Lexington,KY,
KY,mason,Diocese of Covington,KY,
KY,mccracken,Diocese of Owensboro,KY,
KY,mccreary,Diocese of Lexington,KY,
KY,mclean,Diocese of Owensboro,KY,
KY,meade,Archdiocese of Louisville,KY,
KY,menifee,Diocese of Lexington,KY,
KY,mercer,Diocese of Lexington,KY,
KY,metcalfe,Archdiocese of Louisville,KY,
KY,monroe,Archdiocese of Louisville,KY,
KY,montgomery,Diocese of Lexington,KY,
KY,morgan,Diocese of Lexington,KY,
KY,muhlenberg,Diocese of Owensboro,KY,
KY,nelson,Archdiocese of Louisville,KY,
KY,nicholas,Diocese of Lexington,KY,
KY,ohio,Diocese of Owensboro,KY,
KY,oldham,Archdiocese of Louisville,KY,
KY,owen,Diocese of Covington,KY,
KY,owsley,Diocese of Lexington,KY,
KY,pendleton,Diocese of Covington,KY,
KY,perry,Diocese of Lexington,KY,
KY,pike,Diocese of Lexington,KY,
KY,powell,Diocese of Lexington,KY,
KY,pulaski,Diocese of Lexington,KY,
KY,robertson,Diocese of Covington,KY,
KY,rockcastle,Diocese of Lexington,KY,
KY,rowan,Diocese of Lexington,KY,
KY,russell,Archdiocese of Louisville,KY,
KY,scott,Diocese of Lexington,KY,
KY,shelby,Archdiocese of Louisville,KY,
KY,simpson,Diocese of Owensboro,KY,
KY,spencer,Archdiocese of Louisville,KY,
KY,taylor,Archdiocese of Louisville,KY,
KY,todd,Diocese of Owensboro,KY,
KY,trigg,Diocese of Owensboro,KY,
KY,trimble,Archdiocese of Louisville,KY,
KY,union,Diocese of Owensboro,KY,
KY,warren,Diocese of Owensboro,KY,
KY,washington,Archdiocese of Louisville,KY,
KY,wayne,Diocese of Lexington,KY,
KY,webster,Diocese of Owensboro,KY,
KY,whitley,Diocese of Lexington,KY,
KY,wolfe,Diocese of Lexington,KY,
KY,woodford,Diocese of Lexington,KY,
LA,acadia,Diocese of Lafayette in Louisiana,LA,
LA,allen,Diocese of Lake Charles,LA,
LA,ascension,Diocese of Baton Rouge,LA,
LA,assumption,Diocese of Baton Rouge,LA,
LA,avoyelles,Diocese of Alexandria,LA,
LA,beauregard,Diocese of Lake Charles,LA,
LA,bienville,Diocese of Shreveport,LA,
LA,bossier,Diocese of Shreveport,LA,
LA,caddo,Diocese of Shreveport,LA,
LA,calcasieu,Diocese of Lake Charles,LA,
LA,caldwell,Diocese of Alexandria,LA,
LA,cameron,Diocese of Lake Charles,LA,
LA,catahoula,Diocese of Alexandria,LA,
LA,claiborne,Diocese of Shreveport,LA,
LA,concordia,Diocese of Alexandria,LA,
LA,de soto,Diocese of Shreveport,LA,
LA,east baton rouge,Diocese of Baton Rouge,LA,
LA,east carroll,Diocese of Shreveport,LA,
LA,east feliciana,Diocese of Baton Rouge,LA,
LA,evangeline,Diocese of Lafayette in Louisiana,LA,
LA,franklin,Diocese of Alexandria,LA,
LA,grant,Diocese of Alexandria,LA,
LA,iberia,Diocese of Lafayette in Louisiana,LA,
LA,iberville,Diocese of Baton Rouge,LA,
LA,jackson,Diocese of Shreveport,LA,
LA,jefferson,Archdiocese of New Orleans,LA,Diocese of Houma–Thibodaux
LA,jefferson davis,Diocese of Lake Charles,LA,
LA,lafayette,Diocese of Lafayette in Louisiana,LA,
LA,lafourche,Diocese of Houma–Thibodaux,LA,
LA,lasalle,Diocese of Alexandria,LA,
LA,lincoln,Diocese of Shreveport,LA,
LA,livingston,Diocese of Baton Rouge,LA,
LA,madison,Diocese of Alexandria,LA,
LA,morehouse,Diocese of Shreveport,LA,
LA,natchitoches,Diocese of Alexandria,LA,
LA,orleans,Archdiocese of New Orleans,LA,
LA,ouachita,Diocese of Shreveport,LA,
LA,plaquemines,Archdiocese of New Orleans,LA,
LA,pointe coupee,Diocese of Baton Rouge,LA,
LA,rapides,Diocese of Alexandria,LA,
LA,red river,Diocese of Shreveport,LA,
LA,richland,Diocese of Shreveport,LA,
LA,sabine,Diocese of Shreveport,LA,
LA,st bernard,Archdiocese of New Orleans,LA,
LA,st charles,Archdiocese of New Orleans,LA,
LA,st helena,Diocese of Baton Rouge,LA,
LA,st james,Diocese of Baton Rouge,LA,
LA,st john the baptist,Archdiocese of New Orleans,LA,
LA,st landry,Diocese of Lafayette in Louisiana,LA,
LA,st martin,Diocese of Lafayette in Louisiana,LA,
LA,st mary,Diocese of Lafayette in Louisiana,LA,Diocese of Houma–Thibodaux
LA,st tammany,Archdiocese of New Orleans,LA,
LA,tangipahoa,Diocese of Baton Rouge,LA,
LA,tensas,Diocese of Alexandria,LA,
LA,terrebonne,Diocese of Houma–Thibodaux,LA,
LA,union,Diocese of Shreveport,LA,
LA,vermilion,Diocese of Lafayette in Louisiana,LA,
LA,vernon,Diocese of Alexandria,LA,
LA,washington,Archdiocese of New Orleans,LA,
LA,webster,Diocese of Shreveport,LA,
LA,west baton rouge,Diocese of Baton Rouge,LA,
LA,west carroll,Diocese of Shreveport,LA,
LA,west feliciana,Diocese of Baton Rouge,LA,
LA,winn,Diocese of Alexandria,LA,
MA,barnstable,Diocese of Fall River,MA,
MA,berkshire,Diocese of Springfield in Massachusetts,MA,
MA,bristol,Diocese of Fall River,MA,
MA,dukes,Diocese of Fall River,MA,
MA,essex,Archdiocese of Boston,MA,
MA,franklin,Diocese of Springfield in Massachusetts,MA,
MA,hampden,Diocese of Springfield in Massachusetts,MA,
MA,hampshire,Diocese of Springfield in Massachusetts,MA,
MA,middlesex,Archdiocese of Boston,MA,
MA,nantucket,Diocese of Fall River,MA,
MA,norfolk,Archdiocese of Boston,MA,
MA,plymouth,Archdiocese of Boston,MA,Diocese of Fall River
MA,suffolk,Archdiocese of Boston,MA,
MA,worcester,Diocese of Worcester,MA,
MD,allegany,Archdiocese of Baltimore,MD,
MD,anne arundel,Archdiocese of Baltimore,MD,
MD,baltimore,Archdiocese of Baltimore,MD,
MD,baltimore city,Archdiocese of Baltimore,MD,
MD,calvert,Archdiocese of Washington,DC,
MD,caroline,Diocese of Wilmington,DE,
MD,carroll,Archdiocese of Baltimore,MD,
MD,cecil,Diocese of Wilmington,DE,
MD,charles,Archdiocese of Washington,DC,
MD,dorchester,Diocese of Wilmington,DE,
MD,frederick,Archdiocese of Baltimore,MD,
MD,garrett,Archdiocese of Baltimore,MD,
MD,harford,Archdiocese of Baltimore,MD,
MD,howard,Archdiocese of Baltimore,MD,
MD,kent,Diocese of Wilmington,DE,
MD,montgomery,Archdiocese of Washington,DC,
MD,prince georges,Archdiocese of Washington,DC,
MD,queen annes,Diocese of Wilmington,DE,
MD,somerset,Diocese of Wilmington,DE,
MD,st marys,Archdiocese of Washington,DC,
MD,talbot,Diocese of Wilmington,DE,
MD,washington,Archdiocese of Baltimore,MD,
MD,wicomico,Diocese of Wilmington,DE,
MD,worcester,Diocese of Wilmington,DE,
ME,androscoggin,Diocese of Portland,ME,
ME,aroostook,Diocese of Portland,ME,
ME,cumberland,Diocese of Portland,ME,
ME,franklin,Diocese of Portland,ME,
ME,hancock,Diocese of Portland,ME,
